waste_id,source_process_id,source_factory_id,target_process_id,target_factory_id,waste_amount_base,distance_km,transport_mode,match_id
W-04,P-06,1,P-113,8,0,2.1762,truck,359
W-04,P-06,1,P-114,8,0,2.1762,truck,360
W-04,P-06,1,P-116,8,0,2.1762,truck,361
W-04,P-06,1,P-117,8,0,2.1762,truck,362
W-04,P-06,1,P-121,9,0,1.1282,truck,363
W-04,P-06,1,P-122,9,0,1.1282,truck,364
W-04,P-06,1,P-123,9,0,1.1282,truck,365
W-04,P-06,1,P-124,9,0,1.1282,truck,366
W-04,P-06,1,P-125,9,0,1.1282,truck,367
W-04,P-06,1,P-126,9,0,1.1282,truck,368
W-04,P-06,1,P-127,9,0,1.1282,truck,369
W-04,P-06,1,P-128,9,0,1.1282,truck,370
W-04,P-06,1,P-129,9,0,1.1282,truck,371
W-04,P-06,1,P-130,9,0,1.1282,truck,372
W-04,P-06,1,P-131,9,0,1.1282,truck,373
W-04,P-06,1,P-132,9,0,1.1282,truck,374
W-04,P-06,1,P-133,9,0,1.1282,truck,375
W-04,P-06,1,P-136,10,0,0.4877,truck,376
W-04,P-06,1,P-137,10,0,0.4877,truck,377
W-04,P-06,1,P-138,10,0,0.4877,truck,378
W-04,P-06,1,P-139,10,0,0.4877,truck,379
W-04,P-06,1,P-140,10,0,0.4877,truck,380
W-04,P-06,1,P-141,10,0,0.4877,truck,381
W-04,P-06,1,P-142,10,0,0.4877,truck,382
W-04,P-06,1,P-143,10,0,0.4877,truck,383
W-04,P-06,1,P-145,10,0,0.4877,truck,384
W-04,P-06,1,P-146,10,0,0.4877,truck,385
W-04,P-06,1,P-147,10,0,0.4877,truck,386
W-04,P-06,1,P-148,10,0,0.4877,truck,387
W-04,P-06,1,P-150,10,0,0.4877,truck,388
W-04,P-06,1,P-16,2,0,0.6955,truck,389
W-04,P-06,1,P-17,2,0,0.6955,truck,390
W-04,P-06,1,P-18,2,0,0.6955,truck,391
W-04,P-06,1,P-19,2,0,0.6955,truck,392
W-04,P-06,1,P-20,2,0,0.6955,truck,393
W-04,P-06,1,P-21,2,0,0.6955,truck,394
W-04,P-06,1,P-22,2,0,0.6955,truck,395
W-04,P-06,1,P-23,2,0,0.6955,truck,396
W-04,P-06,1,P-24,2,0,0.6955,truck,397
W-04,P-06,1,P-25,2,0,0.6955,truck,398
W-04,P-06,1,P-26,2,0,0.6955,truck,399
W-04,P-06,1,P-27,2,0,0.6955,truck,400
W-04,P-06,1,P-28,2,0,0.6955,truck,401
W-04,P-06,1,P-30,2,0,0.6955,truck,402
W-04,P-06,1,P-31,3,0,1.418,truck,403
W-04,P-06,1,P-32,3,0,1.418,truck,404
W-04,P-06,1,P-33,3,0,1.418,truck,405
W-04,P-06,1,P-34,3,0,1.418,truck,406
W-04,P-06,1,P-35,3,0,1.418,truck,407
W-04,P-06,1,P-36,3,0,1.418,truck,408
W-04,P-06,1,P-37,3,0,1.418,truck,409
W-04,P-06,1,P-38,3,0,1.418,truck,410
W-04,P-06,1,P-39,3,0,1.418,truck,411
W-04,P-06,1,P-40,3,0,1.418,truck,412
W-04,P-06,1,P-41,3,0,1.418,truck,413
W-04,P-06,1,P-42,3,0,1.418,truck,414
W-04,P-06,1,P-43,3,0,1.418,truck,415
W-04,P-06,1,P-45,3,0,1.418,truck,416
W-04,P-06,1,P-46,4,0,0.8523,truck,417
W-04,P-06,1,P-47,4,0,0.8523,truck,418
W-04,P-06,1,P-48,4,0,0.8523,truck,419
W-04,P-06,1,P-49,4,0,0.8523,truck,420
W-04,P-06,1,P-50,4,0,0.8523,truck,421
W-04,P-06,1,P-51,4,0,0.8523,truck,422
W-04,P-06,1,P-52,4,0,0.8523,truck,423
W-04,P-06,1,P-53,4,0,0.8523,truck,424
W-04,P-06,1,P-54,4,0,0.8523,truck,425
W-04,P-06,1,P-55,4,0,0.8523,truck,426
W-04,P-06,1,P-56,4,0,0.8523,truck,427
W-04,P-06,1,P-57,4,0,0.8523,truck,428
W-04,P-06,1,P-61,5,0,1.7829,truck,429
W-04,P-06,1,P-62,5,0,1.7829,truck,430
W-04,P-06,1,P-63,5,0,1.7829,truck,431
W-04,P-06,1,P-64,5,0,1.7829,truck,432
W-04,P-06,1,P-65,5,0,1.7829,truck,433
W-04,P-06,1,P-66,5,0,1.7829,truck,434
W-04,P-06,1,P-67,5,0,1.7829,truck,435
W-04,P-06,1,P-68,5,0,1.7829,truck,436
W-04,P-06,1,P-69,5,0,1.7829,truck,437
W-04,P-06,1,P-70,5,0,1.7829,truck,438
W-04,P-06,1,P-71,5,0,1.7829,truck,439
W-04,P-06,1,P-72,5,0,1.7829,truck,440
W-04,P-06,1,P-73,5,0,1.7829,truck,441
W-04,P-06,1,P-76,6,0,0.7893,truck,442
W-04,P-06,1,P-77,6,0,0.7893,truck,443
W-04,P-06,1,P-78,6,0,0.7893,truck,444
W-04,P-06,1,P-79,6,0,0.7893,truck,445
W-04,P-06,1,P-80,6,0,0.7893,truck,446
W-04,P-06,1,P-81,6,0,0.7893,truck,447
W-04,P-06,1,P-82,6,0,0.7893,truck,448
W-04,P-06,1,P-83,6,0,0.7893,truck,449
W-04,P-06,1,P-84,6,0,0.7893,truck,450
W-04,P-06,1,P-85,6,0,0.7893,truck,451
W-04,P-06,1,P-86,6,0,0.7893,truck,452
W-04,P-06,1,P-87,6,0,0.7893,truck,453
W-04,P-06,1,P-88,6,0,0.7893,truck,454
W-04,P-06,1,P-91,7,0,0.4702,truck,455
W-04,P-06,1,P-92,7,0,0.4702,truck,456
W-04,P-06,1,P-93,7,0,0.4702,truck,457
W-04,P-06,1,P-94,7,0,0.4702,truck,458
W-04,P-06,1,P-95,7,0,0.4702,truck,459
W-04,P-06,1,P-96,7,0,0.4702,truck,460
W-04,P-06,1,P-97,7,0,0.4702,truck,461
W-04,P-06,1,P-98,7,0,0.4702,truck,462
W-04,P-06,1,P-99,7,0,0.4702,truck,463
W-05,P-06,1,P-100,7,0,0.4702,tanker,464
W-05,P-06,1,P-101,7,0,0.4702,tanker,465
W-05,P-06,1,P-102,7,0,0.4702,tanker,466
W-05,P-06,1,P-105,7,0,0.4702,tanker,467
W-05,P-06,1,P-106,8,0,2.1762,tanker,468
W-05,P-06,1,P-107,8,0,2.1762,tanker,469
W-05,P-06,1,P-108,8,0,2.1762,tanker,470
W-05,P-06,1,P-109,8,0,2.1762,tanker,471
W-05,P-06,1,P-110,8,0,2.1762,tanker,472
W-05,P-06,1,P-111,8,0,2.1762,tanker,473
W-05,P-06,1,P-112,8,0,2.1762,tanker,474
W-05,P-06,1,P-113,8,0,2.1762,tanker,475
W-05,P-06,1,P-114,8,0,2.1762,tanker,476
W-05,P-06,1,P-116,8,0,2.1762,tanker,477
W-05,P-06,1,P-117,8,0,2.1762,tanker,478
W-05,P-06,1,P-121,9,0,1.1282,tanker,479
W-05,P-06,1,P-122,9,0,1.1282,tanker,480
W-05,P-06,1,P-123,9,0,1.1282,tanker,481
W-05,P-06,1,P-124,9,0,1.1282,tanker,482
W-05,P-06,1,P-125,9,0,1.1282,tanker,483
W-05,P-06,1,P-126,9,0,1.1282,tanker,484
W-05,P-06,1,P-127,9,0,1.1282,tanker,485
W-05,P-06,1,P-128,9,0,1.1282,tanker,486
W-05,P-06,1,P-129,9,0,1.1282,tanker,487
W-05,P-06,1,P-130,9,0,1.1282,tanker,488
W-05,P-06,1,P-131,9,0,1.1282,tanker,489
W-05,P-06,1,P-132,9,0,1.1282,tanker,490
W-05,P-06,1,P-133,9,0,1.1282,tanker,491
